,avg_price_per_room,lead_time,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,no_of_adults,repeated_guest,arrival_year,no_of_special_requests
21880,-1.0388362324083902,-0.8662726783356028,0.0,1.0,0.0,0.0,1,1,2018,2
11701,-0.502367591386082,0.2635051162440809,0.0,0.0,0.0,1.0,2,0,2018,0
8376,-1.1242158569742748,-0.6100344156474271,0.0,1.0,0.0,0.0,2,0,2018,0
35290,-0.09966036218365937,-0.17908824658094982,0.0,0.0,1.0,0.0,2,0,2018,0
8692,-0.28180356125754674,-0.342148959200698,0.0,0.0,0.0,1.0,2,0,2018,1
33374,0.2987778857904689,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2018,1
15435,-0.7186626402863229,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2018,1
31101,0.7541358834751869,-0.1092050840296292,0.0,1.0,0.0,0.0,1,0,2018,0
23449,-0.1565801118942491,-0.9128614533698166,0.0,1.0,0.0,0.0,1,1,2018,1
5998,0.44107726006694326,0.5430377664493635,0.0,0.0,0.0,1.0,3,0,2018,1
7477,-1.4657343552378133,2.6744742242646433,0.0,0.0,1.0,0.0,2,0,2018,0
3,-0.09966036218365937,1.4631660733750853,0.0,0.0,0.0,1.0,2,0,2018,0
29133,1.3830991177772034,0.25185792248552746,0.0,0.0,0.0,1.0,3,0,2018,2
18833,-0.6688578592895569,-0.92450864712837,0.0,0.0,0.0,1.0,2,0,2017,1
1632,0.30731584824705727,0.6595097040348978,0.0,0.0,0.0,1.0,2,0,2018,0
29837,-0.6688578592895569,-0.16744105282239638,0.0,0.0,1.0,0.0,1,0,2018,0
27678,0.17924641139823033,-0.35379615295925143,0.0,0.0,0.0,1.0,2,0,2018,1
19658,-0.890275685663751,1.661168367270494,0.0,0.0,0.0,1.0,2,0,2018,0
16949,0.4695371349222381,2.69776861178175,0.0,0.0,1.0,0.0,2,0,2018,0
22961,1.0671945068834305,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2018,3
32092,-0.8749073532418916,-0.5285040593375531,0.0,0.0,0.0,1.0,2,0,2017,1
17466,1.2635676433849652,0.07715001610722586,0.0,0.0,0.0,1.0,2,0,2018,4
9757,1.3062574556679076,0.030561241073012096,0.0,0.0,0.0,1.0,2,0,2018,0
3393,-0.6688578592895569,1.5796380109606198,0.0,0.0,0.0,1.0,2,0,2018,0
28888,-0.40645781312373813,-0.8080367095428356,0.0,0.0,0.0,1.0,2,0,2018,0
466,1.6392379914748572,-0.3654433467178049,0.0,0.0,0.0,1.0,2,0,2018,0
24867,-0.9534566078425055,-0.92450864712837,0.0,0.0,1.0,0.0,2,0,2018,0
21528,-0.8894218894180921,-0.16744105282239638,0.0,0.0,1.0,0.0,2,0,2018,0
19134,-0.54562660116613,0.5546849602079169,0.0,0.0,1.0,0.0,2,0,2018,1
23002,-0.3572222296240779,1.4748132671336387,0.0,0.0,0.0,1.0,2,0,2018,2
15967,-0.2561896738877812,-0.9710974221625838,0.0,0.0,1.0,0.0,2,0,2017,0
5301,1.3062574556679076,-0.5634456406132133,0.0,0.0,0.0,1.0,2,0,2018,2
429,-0.1799172092755907,1.6145795922362802,0.0,0.0,0.0,1.0,2,0,2018,1
4338,-0.24195973646013372,0.7060984790691116,0.0,0.0,0.0,1.0,2,0,2018,0
32463,-0.6973177341448518,-0.9594502284040304,0.0,1.0,0.0,0.0,1,0,2018,0
4418,-0.7986348886297016,0.636215316517791,0.0,0.0,0.0,1.0,2,0,2018,1
11766,-1.09575598211898,-0.2955601841664842,0.0,0.0,1.0,0.0,2,0,2017,1
19636,1.1269602440795496,-0.6100344156474271,0.0,0.0,0.0,1.0,2,0,2018,0
20728,-1.09575598211898,-0.05096911523686199,0.0,0.0,1.0,0.0,2,0,2018,0
7198,-0.17934801177848492,0.13538598489999307,0.0,0.0,0.0,1.0,2,0,2018,1
11955,0.12659564291593497,0.4382130226223825,0.0,0.0,0.0,1.0,2,0,2018,2
906,-0.9534566078425055,-0.9478030346454769,0.0,0.0,1.0,0.0,2,0,2018,0
8345,0.26462603596411494,-0.027674727719755106,0.0,0.0,1.0,0.0,2,0,2018,0
12520,-0.21065387411930953,2.0222313737856505,0.0,0.0,0.0,1.0,2,0,2018,0
27881,-0.21691504658747437,0.1819747599342068,0.0,0.0,1.0,0.0,2,0,2018,0
10319,-0.3572222296240779,1.8824650486830092,0.0,0.0,0.0,1.0,2,0,2018,1
21589,0.030685864653591112,-0.3770905404763583,0.0,0.0,0.0,1.0,3,0,2018,1
26414,-0.8111572335660312,-0.027674727719755106,0.0,0.0,1.0,0.0,2,0,2018,0
22621,-1.4657343552378133,2.7560045805745172,0.0,0.0,1.0,0.0,2,0,2018,0
27677,-0.1878859742350733,-0.6915647719573013,0.0,0.0,0.0,1.0,2,0,2018,1
15297,0.6687562589093022,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2017,1
32040,-0.5345272499725651,1.1836334231698027,0.0,0.0,0.0,1.0,2,0,2018,0
30939,0.9573393899419919,-0.4819152843033393,0.0,0.0,0.0,1.0,2,0,2018,2
28474,-0.9249967329872107,0.7643344478618789,0.0,0.0,1.0,0.0,1,0,2018,0
7767,-0.44117886044719784,-0.842978290818496,0.0,0.0,0.0,1.0,1,0,2018,0
21244,-0.6475129531480857,0.27515231000263435,0.0,0.0,1.0,0.0,2,0,2018,0
27381,1.3830991177772034,-0.55179844685466,0.0,0.0,0.0,1.0,2,0,2018,1
21126,1.2664136308704945,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,1
3530,-0.4980986101577876,-0.9710974221625838,0.0,0.0,0.0,1.0,2,1,2018,1
11611,-0.6850799879570747,-0.5168568655789996,0.0,0.0,0.0,1.0,2,0,2018,0
31206,-0.784120352453501,-0.41203212175201864,0.0,0.0,0.0,1.0,2,0,2018,1
12915,0.5833766343434176,-0.8313310970599425,0.0,0.0,0.0,1.0,2,0,2017,0
32851,0.3329297356168228,1.95234821123433,0.0,0.0,0.0,1.0,2,0,2018,2
22086,-0.44971682290378623,-0.9594502284040304,0.0,0.0,0.0,1.0,2,0,2017,0
23737,-0.24195973646013372,-0.47026809054478586,0.0,0.0,1.0,0.0,2,0,2018,1
22070,-0.41755716431730316,-0.12085227778818262,0.0,0.0,0.0,1.0,2,0,2018,0
11234,0.3841575103563535,-0.9478030346454769,0.0,0.0,1.0,0.0,2,0,2018,0
12437,0.32723776064576376,-0.7148591594744081,0.0,0.0,0.0,1.0,2,0,2017,2
18192,-0.728908195234229,0.27515231000263435,0.0,0.0,0.0,1.0,2,0,2018,1
11589,0.6146824966842418,-0.08591069651252231,0.0,0.0,0.0,1.0,2,0,2018,0
18995,-0.44117886044719784,-0.7847423220257287,0.0,0.0,0.0,1.0,2,0,2018,0
31879,0.9490860262339565,-0.9710974221625838,0.0,0.0,0.0,1.0,1,0,2018,1
17210,-0.21349986160483886,1.5796380109606198,0.0,0.0,1.0,0.0,2,0,2018,1
20189,0.6750174313774671,1.3583413295481044,0.0,0.0,0.0,1.0,3,0,2018,2
25814,-0.24195973646013372,1.9174066299586696,0.0,0.0,1.0,0.0,2,0,2018,0
27067,1.844149090432981,-0.2256770216151636,0.0,0.0,0.0,1.0,3,0,2018,0
20196,-0.10250634966918869,-0.44697370302767897,0.0,0.0,0.0,1.0,1,0,2018,0
15499,-0.7636292425576887,1.5563436234435128,0.0,0.0,1.0,0.0,1,0,2017,0
34806,-1.0388362324083902,2.0688201488198645,0.0,0.0,1.0,0.0,2,0,2017,0
29867,0.32723776064576376,2.3949415740593607,0.0,0.0,1.0,0.0,2,0,2018,0
36253,0.7541358834751869,-0.24897140913227048,0.0,1.0,0.0,0.0,1,0,2018,0
26004,0.3329297356168228,0.7876288353789858,0.0,0.0,0.0,1.0,2,0,2018,1
8987,0.5136499409479451,0.8458648041717529,0.0,0.0,0.0,1.0,3,0,2018,2
24498,0.13114922289278205,-0.15579385906384294,0.0,0.0,0.0,1.0,2,0,2018,0
30744,-2.945647847713147,-0.9594502284040304,1.0,0.0,0.0,0.0,2,0,2017,0
4692,1.0373116382853704,-0.44697370302767897,0.0,0.0,0.0,1.0,2,0,2018,0
32871,0.04150061709860303,0.13538598489999307,0.0,0.0,0.0,1.0,2,0,2018,2
17289,0.6402963840540074,-0.23732421537371703,0.0,0.0,0.0,1.0,3,0,2018,1
15014,-1.2380553563954544,-0.4236793155105721,0.0,0.0,1.0,0.0,2,0,2017,0
28185,0.7971102945066818,-0.27226579664937733,0.0,0.0,0.0,1.0,2,0,2017,3
31106,0.6659102714237729,1.032219904308608,0.0,0.0,0.0,1.0,2,0,2018,2
19248,-0.9941542288855775,2.616238255471876,0.0,0.0,0.0,1.0,2,0,2018,2
28382,-0.21349986160483886,-0.842978290818496,0.0,0.0,1.0,0.0,2,0,2018,0
23923,1.5794722542787383,-0.9478030346454769,0.0,0.0,0.0,1.0,1,0,2018,2
6586,1.1383441940216676,-0.9361558408869235,0.0,0.0,0.0,1.0,2,0,2018,1
26115,0.1849383863692894,1.8591706611659025,0.0,0.0,1.0,0.0,1,0,2018,0
23371,0.3841575103563535,2.453177542852128,0.0,0.0,1.0,0.0,2,0,2018,1
17914,-0.284649548743076,1.137044648135589,0.0,0.0,0.0,1.0,2,0,2017,1
18729,-0.2041081029025916,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,1
32129,-0.5390808299494122,0.21691634120986714,0.0,0.0,0.0,1.0,1,0,2018,2
31784,-0.46935413655393965,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,1
2598,-0.2561896738877812,0.12373879114143962,0.0,0.0,1.0,0.0,2,0,2017,0
18082,-0.33673111972826564,-0.9710974221625838,0.0,1.0,0.0,0.0,1,0,2017,0
23894,-0.09966036218365937,0.9041007729645201,0.0,0.0,1.0,0.0,1,0,2018,0
13525,-0.18503998674954397,-0.7847423220257287,0.0,0.0,1.0,0.0,2,0,2018,1
12527,0.9248951326069561,-0.92450864712837,0.0,0.0,0.0,1.0,1,0,2017,1
36235,-0.7542374838554414,-0.9594502284040304,0.0,0.0,1.0,0.0,1,0,2017,0
24693,-0.7684674212830889,0.4964489914151497,0.0,0.0,0.0,1.0,2,0,2017,2
31190,1.844149090432981,1.4398716858579783,0.0,0.0,0.0,1.0,2,0,2018,0
26271,-0.3572222296240779,1.0904558731013752,0.0,0.0,0.0,1.0,2,0,2018,1
3693,1.8199581968059795,-0.342148959200698,0.0,0.0,0.0,1.0,2,0,2018,2
33576,0.04263901209281501,-0.5634456406132133,0.0,0.0,1.0,0.0,2,0,2018,0
35155,1.7502315034105074,-0.7847423220257287,0.0,0.0,0.0,1.0,3,0,2018,1
10470,-0.5991311658940843,0.5546849602079169,0.0,0.0,1.0,0.0,2,0,2018,0
7208,0.4353852850958842,0.7526872541033254,0.0,0.0,0.0,1.0,2,0,2018,2
19841,0.23388937112039654,-0.09755789027107575,0.0,0.0,0.0,1.0,2,0,2018,1
7337,-5.0800190127303077e-05,0.5779793477250238,0.0,0.0,0.0,1.0,2,0,2018,1
16187,-0.3572222296240779,-0.09755789027107575,0.0,0.0,1.0,0.0,2,0,2018,0
6880,-0.4696387353024927,-0.13249947154673608,0.0,0.0,1.0,0.0,1,0,2017,0
29869,0.35854362298658793,1.160339035652696,0.0,0.0,0.0,1.0,2,0,2018,0
9199,2.2283574009794616,0.6944512853105582,0.0,0.0,0.0,1.0,2,0,2018,2
19398,-0.5276968800072944,-0.12085227778818262,0.0,0.0,0.0,1.0,1,0,2018,2
13735,-0.640397984434262,0.15868037241709995,0.0,1.0,0.0,0.0,1,0,2018,0
7821,0.4353852850958842,0.13538598489999307,0.0,0.0,0.0,1.0,2,0,2018,1
4610,-2.945647847713147,-0.9361558408869235,0.0,0.0,0.0,1.0,2,0,2017,0
16758,0.23047418613776102,-0.33050176544214455,0.0,0.0,1.0,0.0,3,0,2018,0
28337,0.1564785115139945,2.185292086405399,0.0,0.0,1.0,0.0,2,0,2017,0
29081,0.12801863665869964,-0.7032119657158546,0.0,0.0,0.0,1.0,1,0,2018,2
11505,-0.3449844834363013,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2018,1
13086,-2.945647847713147,-0.9361558408869235,1.0,0.0,0.0,0.0,1,0,2018,0
13766,1.588010216735327,-0.5285040593375531,0.0,0.0,0.0,1.0,2,0,2017,0
19401,-0.10079875717787133,-0.09755789027107575,0.0,0.0,1.0,0.0,2,0,2018,0
14729,-1.0345672511800958,-0.4586208967862324,0.0,0.0,0.0,1.0,2,0,2018,0
12383,0.3195535944348342,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2018,2
31162,0.4695371349222381,-0.19073544033950326,0.0,0.0,1.0,0.0,1,0,2018,0
35129,-0.6688578592895569,-0.8779198720941562,0.0,0.0,0.0,1.0,1,0,2017,1
35835,-1.1811356066848646,-0.6100344156474271,0.0,1.0,0.0,0.0,2,0,2018,0
15959,-0.21349986160483886,-0.9361558408869235,0.0,0.0,0.0,1.0,2,0,2017,0
36267,-0.2946105049424291,-0.4236793155105721,0.0,0.0,0.0,1.0,2,0,2018,0
12795,0.6659102714237729,-0.6449759969230875,0.0,0.0,0.0,1.0,2,0,2018,1
13096,-0.2561896738877812,0.21691634120986714,0.0,0.0,0.0,1.0,2,0,2018,0
29473,-0.6475129531480857,-0.1092050840296292,0.0,0.0,1.0,0.0,2,0,2018,1
3784,-0.3501072609102542,-0.9943918096796907,0.0,0.0,1.0,0.0,1,0,2017,0
13220,-0.07120048732836448,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,1
27071,1.6506219414169754,-0.7148591594744081,0.0,0.0,0.0,1.0,2,0,2018,0
6761,-0.16853325933347302,-0.6682703844401944,0.0,0.0,0.0,1.0,2,0,2018,1
34787,-1.1242158569742748,-0.9943918096796907,0.0,0.0,1.0,0.0,1,0,2018,0
2766,-0.6688578592895569,-0.9827446159211373,0.0,0.0,0.0,1.0,1,0,2017,0
22309,0.24185813607987913,-0.4819152843033393,0.0,0.0,1.0,0.0,2,0,2018,1
26219,-0.3361619222311598,2.2085864739225056,0.0,0.0,0.0,1.0,2,0,2018,0
8922,1.4371728800022638,-0.7265063532329615,0.0,0.0,0.0,1.0,3,0,2018,0
34165,-1.055912157321567,-0.5401512530961065,0.0,0.0,1.0,0.0,2,0,2018,0
28788,-0.5265584850130824,-0.30720737792503766,0.0,0.0,1.0,0.0,2,0,2017,0
2909,0.8423614955266008,-0.5750928343717668,0.0,0.0,0.0,1.0,2,0,2018,0
15904,2.151515738870165,-0.2256770216151636,0.0,0.0,0.0,1.0,2,0,2018,2
8497,1.380253130291674,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,2
7428,-0.3842591107366081,-0.9594502284040304,0.0,0.0,1.0,0.0,1,0,2018,0
25286,-0.20496189914825047,2.0804673425784177,0.0,0.0,0.0,1.0,2,0,2018,0
11608,1.636392003989328,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,2
28979,0.32723776064576376,0.2052691474513137,0.0,0.0,1.0,0.0,1,0,2018,0
34374,0.014179137237520133,-0.35379615295925143,0.0,0.0,1.0,0.0,2,0,2018,0
15022,-0.6916257591737927,-0.24897140913227048,0.0,0.0,0.0,1.0,2,0,2018,2
28743,-0.5806322472381429,1.5912852047191732,0.0,0.0,0.0,1.0,2,0,2018,1
9595,1.844149090432981,0.22856353496842058,0.0,0.0,0.0,1.0,3,0,2018,2
31635,0.30731584824705727,0.2052691474513137,0.0,0.0,0.0,1.0,2,0,2018,1
17723,1.8697629778027456,-0.5983872218888737,0.0,0.0,0.0,1.0,1,0,2018,0
11512,-1.0744110759775087,-0.44697370302767897,0.0,0.0,0.0,1.0,2,0,2018,0
33105,-0.4554087978748453,0.007266853555905214,0.0,0.0,1.0,0.0,1,0,2017,0
13059,0.1849383863692894,-0.7963895157842822,0.0,0.0,0.0,1.0,2,0,2018,2
31303,3.005311984529011,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,2
6485,-0.07120048732836448,2.6045910617133226,0.0,0.0,0.0,1.0,2,0,2018,0
24663,0.41261738521164837,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2018,1
34791,-0.04302521122162271,-0.2955601841664842,0.0,0.0,0.0,1.0,2,0,2018,1
19740,1.04300361325643,0.44986021638093593,0.0,0.0,0.0,1.0,2,0,2018,0
8721,0.14424076532621752,-0.9012142596112631,0.0,0.0,0.0,1.0,1,0,2018,1
1350,-1.0855104271710738,-0.24897140913227048,0.0,0.0,0.0,1.0,2,0,2018,2
3371,-0.24195973646013372,-0.92450864712837,0.0,1.0,0.0,0.0,1,0,2018,0
24536,0.6212282679009598,0.0887972098657793,0.0,0.0,0.0,1.0,2,0,2018,0
27505,-0.09966036218365937,-0.6799175781987478,0.0,0.0,0.0,1.0,2,0,2018,1
33611,-0.6475129531480857,0.7759816416204323,0.0,0.0,0.0,1.0,2,0,2018,1
33303,-1.0388362324083902,-0.9478030346454769,0.0,1.0,0.0,0.0,1,1,2018,0
26446,1.4371728800022638,-0.7730951282671753,0.0,0.0,0.0,1.0,3,0,2018,0
8676,-0.2561896738877812,-0.5401512530961065,0.0,0.0,0.0,1.0,1,0,2017,2
18614,-1.09575598211898,-0.9827446159211373,0.0,1.0,0.0,0.0,1,0,2018,0
24432,0.2817019608772921,0.0887972098657793,0.0,0.0,0.0,1.0,1,0,2018,3
31140,-0.11531329335407146,-0.3188545716835911,0.0,0.0,0.0,1.0,2,0,2018,0
29716,0.04263901209281501,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2017,2
3183,-5.0800190127303077e-05,-0.5983872218888737,0.0,0.0,0.0,1.0,2,0,2017,1
26558,-0.24195973646013372,-0.9827446159211373,0.0,0.0,0.0,1.0,1,0,2018,1
18113,2.2815773669588624,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2017,1
27040,-0.8894218894180921,-0.1092050840296292,0.0,0.0,0.0,1.0,2,0,2017,1
32002,-0.3842591107366081,2.7327101930574105,0.0,0.0,1.0,0.0,1,0,2018,0
19794,0.025563087179638243,1.0671614855842684,0.0,0.0,0.0,1.0,2,0,2018,2
19651,-0.43292549673916214,-0.7847423220257287,0.0,0.0,0.0,1.0,2,0,2018,1
20278,0.9220491451214268,-0.14414666530528952,0.0,0.0,0.0,1.0,2,0,2018,0
33579,-2.945647847713147,0.4149186351052756,1.0,0.0,0.0,0.0,2,0,2018,3
5507,0.05117697454940339,-0.21402982785661015,0.0,0.0,0.0,1.0,2,0,2018,3
6698,-0.4696387353024927,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2017,1
34733,0.537840834574946,-0.35379615295925143,0.0,0.0,0.0,1.0,3,0,2018,2
23315,0.4695371349222381,0.29844669751974123,0.0,0.0,1.0,0.0,1,0,2018,0
1879,-1.562497929745816,0.3683298600710619,0.0,0.0,0.0,1.0,1,0,2017,0
2614,-0.15373412440871978,-0.5867400281303202,0.0,0.0,0.0,1.0,2,0,2018,1
25181,-0.5265584850130824,-0.842978290818496,0.0,0.0,1.0,0.0,2,0,2018,0
2297,1.2721056058415532,0.2867995037611878,0.0,0.0,0.0,1.0,3,0,2018,1
28281,0.1564785115139945,0.19362195369276025,0.0,0.0,1.0,0.0,2,0,2017,0
33315,-0.8894218894180921,1.0205727105500546,0.0,0.0,1.0,0.0,2,0,2018,0
9863,1.228561997312952,-0.9361558408869235,0.0,0.0,0.0,1.0,2,0,2018,0
4558,-1.5795738546589928,-0.2023826340980567,0.0,0.0,1.0,0.0,2,0,2017,0
17149,0.1849383863692894,1.8591706611659025,0.0,0.0,1.0,0.0,1,0,2018,0
34493,1.588010216735327,0.29844669751974123,0.0,0.0,0.0,1.0,3,0,2018,1
24847,-0.09966036218365937,0.3217410850368481,0.0,1.0,0.0,0.0,1,0,2018,0
2206,-2.945647847713147,-0.9943918096796907,1.0,0.0,0.0,0.0,1,0,2018,0
21901,-1.1441377693729813,-0.27226579664937733,0.0,0.0,1.0,0.0,2,0,2017,0
10001,1.2948735057257894,-0.8313310970599425,0.0,0.0,0.0,1.0,2,0,2018,2
20374,-0.3572222296240779,1.428224492099425,0.0,0.0,0.0,1.0,2,0,2018,0
8309,-1.522654104948403,-0.9943918096796907,0.0,1.0,0.0,0.0,1,1,2018,1
28195,-0.8660847920367505,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
35561,0.32723776064576376,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2017,2
35392,-1.067296107263685,-0.9361558408869235,0.0,1.0,0.0,0.0,1,0,2018,0
30756,0.8161784106597298,1.2651637794796768,0.0,0.0,0.0,1.0,3,0,2018,1
18986,0.25608807350752655,1.0904558731013752,0.0,0.0,0.0,1.0,2,0,2018,2
34403,0.9248951326069561,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2017,0
35421,-0.3842591107366081,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,0
3550,-0.24195973646013372,-0.9361558408869235,0.0,0.0,0.0,0.0,1,0,2018,0
5123,-0.36206040834947806,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2017,2
2220,0.8964352577516612,-0.7381535469915149,0.0,0.0,0.0,1.0,1,0,2018,0
23522,-1.0838028346797561,0.13538598489999307,0.0,0.0,0.0,1.0,2,0,2018,1
15130,0.5122269472051805,0.53139057269081,0.0,0.0,0.0,1.0,2,0,2018,2
18436,-1.2380553563954544,-0.9827446159211373,0.0,0.0,1.0,0.0,1,0,2018,0
15030,-0.8990982468688925,2.9773012619870327,0.0,0.0,0.0,1.0,2,0,2018,2
24104,-0.09966036218365937,1.3816357170652112,0.0,0.0,1.0,0.0,2,0,2018,0
27443,-0.3842591107366081,-0.7730951282671753,0.0,0.0,1.0,0.0,2,1,2017,0
21835,-0.7533836876097826,0.4731546038980428,0.0,0.0,0.0,1.0,2,0,2018,1
16421,0.9732769198609571,0.5197433789322566,0.0,0.0,0.0,1.0,3,0,2018,0
30721,-0.6973177341448518,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,1
31468,-1.3803547306719286,-0.9128614533698166,0.0,0.0,1.0,0.0,1,0,2018,2
322,-0.8111572335660312,1.8591706611659025,0.0,0.0,0.0,1.0,2,0,2018,0
35396,-0.5265584850130824,-0.8895670658527097,0.0,0.0,1.0,0.0,2,0,2018,1
13972,-1.0246062949807428,2.1270561176126317,0.0,0.0,0.0,1.0,2,0,2018,2
15877,1.380253130291674,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,2
25189,-0.8111572335660312,-0.8196839033013891,0.0,0.0,1.0,0.0,2,0,2017,0
14773,6.5192527329122685,-0.6682703844401944,0.0,0.0,0.0,1.0,2,0,2018,1
27590,0.6337506128372894,-0.6682703844401944,0.0,0.0,0.0,1.0,3,0,2018,1
19211,-0.6147840970644964,-0.03932192147830855,0.0,0.0,0.0,1.0,1,0,2018,1
9849,-2.945647847713147,-0.9594502284040304,1.0,0.0,0.0,0.0,2,1,2017,0
24763,-0.8211181897653842,0.9041007729645201,0.0,0.0,0.0,1.0,1,0,2018,2
16379,0.4695371349222381,1.2535165857211232,0.0,0.0,1.0,0.0,2,0,2018,0
4374,1.578049260535973,1.2884581669967836,0.0,0.0,0.0,1.0,2,0,2018,0
8561,0.32723776064576376,3.3966002372949564,0.0,0.0,1.0,0.0,2,0,2018,1
12313,-0.44117886044719784,-0.7614479345086218,0.0,0.0,0.0,1.0,2,0,2018,1
13706,-0.09966036218365937,0.6711568977934513,0.0,0.0,1.0,0.0,2,0,2018,1
21525,1.101346356709784,-0.2606186028908239,0.0,0.0,0.0,1.0,3,0,2018,2
4444,1.152574131449315,-0.6566231906816409,0.0,0.0,0.0,1.0,1,0,2018,2
15238,-0.8396171084213261,-0.92450864712837,0.0,1.0,0.0,0.0,1,1,2018,1
22885,0.05117697454940339,1.218575004445463,0.0,0.0,0.0,1.0,2,0,2018,1
10034,-0.8589698233229268,-0.6216816094059806,0.0,0.0,0.0,1.0,2,0,2018,0
35148,-0.7172396465435582,-0.6216816094059806,0.0,0.0,0.0,1.0,2,0,2018,0
26533,-1.58896561336124,-0.7847423220257287,0.0,0.0,1.0,0.0,1,0,2018,0
29363,0.1849383863692894,0.9390423542401805,0.0,0.0,1.0,0.0,1,0,2018,0
373,2.319429000516405,-0.342148959200698,0.0,0.0,1.0,0.0,2,0,2017,0
30686,1.024504694600488,0.4149186351052756,0.0,0.0,0.0,1.0,3,0,2018,2
10690,-0.6973177341448518,-0.9012142596112631,0.0,1.0,0.0,0.0,1,0,2017,0
12086,-0.5265584850130824,0.9623367417572873,0.0,0.0,1.0,0.0,2,0,2018,0
33294,0.4695371349222381,-0.342148959200698,0.0,0.0,1.0,0.0,2,0,2018,0
21915,-0.3842591107366081,0.6478625102763444,0.0,0.0,1.0,0.0,2,0,2017,0
19916,0.6687562589093022,-0.16744105282239638,0.0,0.0,1.0,0.0,2,0,2017,0
15490,1.1653810751341975,0.3916242475881688,0.0,0.0,0.0,1.0,1,0,2018,0
20520,-0.8894218894180921,1.2069278106869097,0.0,0.0,1.0,0.0,2,0,2018,0
11869,0.10240474928893407,-0.5867400281303202,0.0,0.0,0.0,1.0,1,0,2018,1
32710,1.7160796535841538,0.6478625102763444,0.0,0.0,0.0,1.0,3,0,2018,1
34873,-0.6546279218619094,0.5080961851737031,0.0,0.0,0.0,1.0,2,0,2018,1
2075,0.35854362298658793,1.3699885233066578,0.0,0.0,0.0,1.0,2,0,2018,0
11821,-0.7257776090001465,-0.4586208967862324,0.0,0.0,0.0,1.0,2,0,2017,2
23820,-0.34213849595077156,0.6129209290006841,0.0,0.0,0.0,1.0,2,0,2018,1
5970,-0.6688578592895569,0.7643344478618789,0.0,0.0,1.0,0.0,1,0,2018,0
34358,1.3574852304074378,-0.2955601841664842,0.0,0.0,0.0,1.0,3,0,2018,2
5963,-0.6759728280033805,-0.8080367095428356,0.0,1.0,0.0,0.0,1,0,2018,0
19570,1.7951981056818738,-0.5867400281303202,0.0,0.0,0.0,1.0,2,0,2017,2
26792,-0.32733936102601835,-0.8546254845770493,0.0,0.0,1.0,0.0,2,0,2018,1
13559,-1.2380553563954544,-0.4236793155105721,0.0,0.0,1.0,0.0,2,0,2017,0
31717,0.1408255803435824,-0.5168568655789996,0.0,0.0,0.0,1.0,2,0,2018,1
3533,-0.6170608870529204,2.4065887678179143,0.0,0.0,0.0,1.0,2,0,2018,1
3837,0.44107726006694326,-0.5867400281303202,0.0,0.0,0.0,1.0,2,0,2018,1
17599,-0.7636292425576887,1.5563436234435128,0.0,0.0,1.0,0.0,1,0,2017,0
22445,1.0671945068834305,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,2
18737,-0.18503998674954397,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,1
10802,3.9957156294932736,-0.4586208967862324,0.0,0.0,0.0,1.0,3,0,2018,1
23461,-0.1534495256601667,-0.8196839033013891,0.0,0.0,0.0,1.0,2,0,2018,2
14845,-0.3842591107366081,1.7194043360632612,0.0,0.0,1.0,0.0,2,0,2018,0
115,1.4855546672562647,0.4382130226223825,0.0,0.0,0.0,1.0,3,0,2018,1
35268,0.09955876180340476,0.42656582886382904,0.0,0.0,1.0,0.0,2,0,2018,1
14420,-0.6147840970644964,-0.5401512530961065,0.0,0.0,0.0,1.0,2,0,2018,1
29642,-1.1313308256880985,-0.33050176544214455,0.0,0.0,0.0,1.0,2,0,2018,1
11562,0.28739393584835077,-0.8779198720941562,0.0,0.0,1.0,0.0,1,0,2017,0
22383,-0.8894218894180921,0.042208434831565535,0.0,0.0,0.0,1.0,2,0,2017,2
29773,-0.09966036218365937,1.1021030668599285,0.0,0.0,1.0,0.0,2,0,2018,1
